Name_cn,ID,Last_Name,Zi,Name_en,Affiliation,Dynasty,Birth_year,Death_year,Life_Span,Father,Father_ID,Native_place,Gender,Jun,Xian,Note,
卢皓,662,卢,,Lu hao,晋,Jin,,,,卢珽,660,涿郡涿县,,涿郡,涿县,卢珽子，官至尚书,
卢志,663,卢,子道,Lu zhi,晋,Jin,,,,卢珽,660,涿郡涿县,,涿郡,涿县,卢珽子，成都王司马颖心腹，永嘉之后为刘粲（刘聪子）掳去，为其所杀。,
卢谌,664,卢,子谅,Lu chen,晋,Jin,285,351,67,卢志,663,涿郡涿县,,涿郡,涿县,卢志长子，西晋末先后投靠刘琨、段匹䃅、段末柸。后入仕后赵，死于后赵末战乱,
卢循,665,卢,于先 ,Lu xun,晋,Jin,,411,,,,涿郡涿县,,涿郡,涿县,卢谌曾孙,
和洽,666,和,阳士,He qia,魏,Wei,,,,,,汝南西平,,汝南,西平,东汉末及三国时曹魏官员。官至光禄勋、太常,
和离,667,和,,He li,魏,Wei,,,,和洽,666,汝南西平,,汝南,西平,和洽嗣子,
和逌,668,和,,He you,魏,Wei,,,,和洽,666,汝南西平,,汝南,西平,和洽子，官至廷尉，吏部尚书。娶夏侯尚女，生和峤、和郁,
和峤,669,和,长舆,He jiao,晋,Jin,,,,和逌,668,汝南西平,,汝南,西平,和逌子，仕晋为中书令，鄙荀勖为人。有钱癖,
和郁,670,和,仲舆,He yu,晋,Jin,,311,,和逌,668,汝南西平,,汝南,西平,仕晋，官至尚书仆射、中书令、尚书令。附贾谧，与石崇、陆机、陆云、潘岳、刘琨等号金谷二十四友。,
荀勗,671,荀,公曾,Xun xu,晋,Jin,,289,,荀肸,#N/A,颍川颍阴,,颍川,颍阴,亦作荀勖。荀彧族孙。初任曹爽大将军掾。仕晋，附贾充，官中书监,
谢子微,672,谢,,Xie ziwei,汉,EastHan,,,,,,汝南召陵,,汝南,召陵,东汉名士，识许劭,
樊子昭,673,樊,,Fan zizhao,汉,EastHan,,,,,,,,,,为许劭所举，事迹不明,
虞永贤,674,虞,,Yu yongxian,汉,EastHan,,,,,,,,,,为许劭所举，事迹不明,
李淑才,675,李,,Li shucai,汉,EastHan,,,,,,,,,,为许劭所举，事迹不明,
郭子瑜,676,郭,,Guo ziyu,汉,EastHan,,,,,,,,,,为许劭所举，事迹不明,
杨孝祖,677,杨,,Yang xiaozu,汉,EastHan,,,,,,,,,,为许劭所举，事迹不明,
徐璆,678,徐,孟玉,Xu qiu,汉,EastHan,,,,,,广陵海西,,广陵,海西,汉末官，曾讨黄巾，李郭。,
王匡,679,王,公节,Wang kuang,汉,EastHan,,,,,,兖州,,泰山,,曾任何进大将军府掾。官至河内太守。讨董卓。为曹操及其妹夫胡母班家属所攻灭。,
胡母彪,680,胡母,,Humu biao,汉,EastHan,,,,,,兖州,,泰山,,王匡同乡,
陈延壁,681,陈,,Chen yanbi,汉,EastHan,,,,,,,,,,汉末人，尝任河间太守,
王凌,682,王,彦云,Wang ling,魏,Wei,172,251,80,,,太原祁县,,太原,祁县,王允之侄，高平陵之变后，谋举楚王曹彪为帝。为司马懿所觉，投降后仰药死,
常峕,683,常,,Chang shi,魏,Wei,,,,常林,178,河内温县,,河内,温县,常林嗣子，诸葛诞反，峕称疾不出，为司马师所法,
常静,684,常,,Chang jing,魏,Wei,,,,常林,178,河内温县,,河内,温县,常峕之弟，常峕死后继嗣,
吉本,685,吉,,Ji ben,汉,EastHan,,218,,,,冯翊池阳,,冯翊,池阳,或为吉丕，东汉末年太医令，建安二十三年正月，与少府耿纪、司直韦晃等反曹，兵败而死,
韦晃,686,韦,,Wei huang,汉,EastHan,,218,,,,,,,,事同吉本,
沐并,687,沐,德信,Mu bing,魏,Wei,,,,,,河间,,河间,,曹魏官员，官至济阴太守，死于嘉平年间,
王琰,688,王,,Wang yan,魏,Wei,,,,,,冯翊,,冯翊,,吉茂同郡，任护羌校尉,
王嘉,689,王,,Wang jia,魏,Wei,,,,王琰,688,,,,,王琰子，任散骑郎,
吉黄,690,吉,,Ji huang,魏,Wei,,,,,,,,,,吉茂同产兄，因事为钟繇所收，伏法,
赵温,691,赵,子柔,Zhao wen,汉,EastHan,137,208,72,,,蜀郡成都,,蜀郡,成都,东汉末年三公。208年正月，辟曹丕为掾，曹操大怒，上奏赵温选举不实，免赵温官。同年去世,
诸葛瑾,692,诸葛,子瑜,Zhuge jin,魏,Wei,174,241,68,诸葛珪,1229,琅琊阳都,,琅琊,阳都,诸葛亮兄，仕东吴,
沐云,693,沐,,Mu yun,魏,Wei,,,,沐并,687,河间,,河间,,沐并子,
沐仪,694,沐,,Mu yi,魏,Wei,,,,沐并,687,河间,,河间,,沐并子,
边让,695,边,元礼,Bian rang,汉,EastHan,,,,,,陈留浚仪,,陈留,浚仪,汉末名士，好属文。官至九江太守。后为曹操所杀,
杨俊,696,杨,季才,Yang jun,魏,Wei,,222,,,,河内获嘉,,河内,获嘉,此杨俊非杨修曾孙杨俊。受学于边让。与曹植交好，曹丕即位，黄初三年，借故杀之,
审固,697,审,,Shen gu,魏,Wei,,,,,,河内,,河内,,见杨俊传，“同郡审固、陈留卫恂本皆出自兵伍，俊资拔奖致，咸作佳士；后固历位郡守”,
卫恂,698,卫,,Wei xun,魏,Wei,,,,,,陈留,,陈留,,见杨俊传，“同郡审固、陈留卫恂本皆出自兵伍，俊资拔奖致，咸作佳士...恂御史、县令”,
杨览,699,杨,公质,Yang lan,魏,Wei,,,,,,河内获嘉,,河内,获嘉,杨俊孙，汝阴太守,
杨猗,700,杨,公彦,Yang yi,晋,Jin,,,,,,河内获嘉,,河内,获嘉,杨俊孙，尚书，晋东海王舅。,
杨沈,701,杨,宣弘,Yang shen,晋,Jin,,,,杨览,699,河内获嘉,,河内,获嘉,杨览子，杨俊曾孙，散骑常侍,
杜根,702,杜,伯坚,Du gen,汉,EastHan,,,,,,颍川定陵,,颍川,定陵,杜袭祖父，东汉名士,
杜安,703,杜,伯夷,Du an,汉,EastHan,,,,,,颍川定陵,,颍川,定陵,杜根父，杜袭曾祖,
周纡,704,周,文通,Zhou yu,汉,EastHan,,,,,,下邳徐县,,下邳,徐县,东汉酷吏，官至洛阳令，御史中丞，司隶校尉,
许攸,705,许,子远,Xu you,汉,EastHan,,,,,,南阳,,南阳,,尝与冀州刺史王芬等谋废汉灵帝，事败。后随袁绍，官渡之战又叛归曹操,
杜基,706,杜,,Du ji,汉,EastHan,,,,,,,,,,杜袭兄,
杜会,707,杜,,Du hui,魏,Wei,,,,杜袭,220,,,,,杜袭嗣子,
路招,708,路,,Lu zhao,汉,EastHan,,,,,,,,,,曹操将，曾与刘备，朱灵要击袁术,
冯楷,709,冯,,Feng kai,汉,EastHan,,,,,,,,,,曹操将，事迹仅见于赵俨传,
陆机,710,陆,士衡,Lu ji,晋,Jin,261,303,43,陆抗,#N/A,吴郡,,吴郡,,陆抗子，陆云兄，仕晋，历任著作郎，祭酒，参军。将司马颖军与司马乂战鹿苑，屡败。为司马颖夷三族,
殷署,711,殷,,Yin shu,汉,EastHan,,,,,,,,,,汉末曹操将领,
吕并,712,吕,,Lv bing,汉,EastHan,,,,,,,,,,见赵俨传，“屯田客吕并自称将军，聚党据陈仓，俨复率署等攻之，贼即破灭”,
刘柱,713,刘,,Liu zhu,汉,EastHan,,,,,,,,,,见赵俨传，“太祖遣将军刘柱将二千人”,
赵亭,714,赵,,Zhao ting,魏,Wei,,,,赵俨,258,,,,,赵俨嗣子,
裴茂,715,裴,,Pei mao,汉,EastHan,,,,,,,,,,裴潜父，官至东汉尚书令,
郝温,716,郝,,Hao wen,汉,EastHan,,,,,,,,,,见裴潜传，“潜案诛郡中大吏与单于为表里者郝温，郭端等十余人”,
郭端,717,郭,,Guo duan,汉,EastHan,,,,,,,,,,见裴潜传，“潜案诛郡中大吏与单于为表里者郝温，郭端等十余人”,
裴秀,718,裴,,Pei xiu,晋,Jin,224,271,48,裴潜,217,河东闻喜,,河东,闻喜,裴潜子，官至司空，服寒食散不当而死,
裴嵩,719,裴,道文,Pei song,晋,Jin,,,,裴𬱟,553,河东闻喜,,河东,闻喜,裴𬱟子，官至中书郎，早卒,
裴徽,720,裴,文季,Pei hui,魏,Wei,,,,裴茂,715,河东闻喜,,河东,闻喜,裴潜之弟，裴秀之叔父。曹魏名士，官至吏部郎、冀州刺史,
裴邈,721,裴,景声,Pei miao,晋,Jin,,,,,,河东闻喜,,河东,闻喜,裴𬱟从父弟，西晋官员，仕司马越幕府，“刘舆为长才，潘滔为大才，裴邈为清才”,
荀粲,722,荀,奉倩,Xun can,魏,Wei,209,237,29,荀彧,52,颍川颍阴,,颍川,颍阴,荀彧幼子,
王弼,723,王,辅嗣,Wang bi,魏,Wei,226,249,24,王业,1046,山阳,,山阳,,曹魏经学家、易学家。高平陵之变后，罢。同年秋以疠疾亡,
管辂,724,管,公明,Guan lu,魏,Wei,209,256,48,,,平原,,平原,,以卜筮成名，善堪舆，相术，卜卦,
裴黎,725,裴,伯宗,Pei li,晋,Jin,,,,裴徽,720,河东闻喜,,河东,闻喜,裴徽长子，官至游击将军,
裴康,726,裴,仲豫,Pei kang,晋,Jin,,,,裴徽,720,河东闻喜,,河东,闻喜,裴徽次子，官至太子左卫率。裴松之先祖,
裴楷,727,裴,叔则,Pei kai,晋,Jin,237,291,55,裴徽,720,河东闻喜,,河东,闻喜,裴徽三子，西晋名士，官至中书令，加侍中，开府仪同三司,
裴绰,728,裴,季舒,Pei chuo,晋,Jin,,,,裴徽,720,河东闻喜,,河东,闻喜,裴徽四子，官至黄门侍郎，早死,
谢鲲,729,谢,幼舆,Xie kun,晋,Jin,281,323,43,,,陈郡阳夏,,陈郡,阳夏,谢尚之父，谢安伯父，两晋名士，任豫章太守，著《乐广传》,
裴苞,730,裴,,Pei bao,晋,Jin,,,,裴黎,725,河东闻喜,,河东,闻喜,裴黎子，官至秦州刺史，为张轨所杀,
裴纯,731,裴,,Pei chun,晋,Jin,,,,裴康,726,河东闻喜,,河东,闻喜,裴康长子，官至黄门侍郎,
裴盾,732,裴,,Pei dun,晋,Jin,,,,裴康,726,河东闻喜,,河东,闻喜,裴康次子，官至徐州刺史,
裴郃,733,裴,,Pei he,晋,Jin,,,,裴康,726,河东闻喜,,河东,闻喜,裴康三子，官至晋元帝安东将军长史,
裴廓,734,裴,,Pei kuo,晋,Jin,,,,裴康,726,河东闻喜,,河东,闻喜,裴康四子，官至中垒将军,
裴松之,735,裴,世期,Pei songzhi,晋,Jin,372,451,80,,,河东闻喜,,河东,闻喜,,
王旷,736,王,世宏,Wang kuang,晋,Jin,,,,,,琅邪临沂,,琅邪,临沂,王导从弟、王羲之之父,
王羲之,737,王,逸少,Wang xizhi,晋,Jin,303,361,59,王旷,736,琅邪临沂,,琅邪,临沂,书法家，官至右军将军,
裴瓒,738,裴,国宝,Pei zan,晋,Jin,,291,,裴楷,727,河东闻喜,,河东,闻喜,裴楷子，中书郎。杨骏被诛，裴瓒为杨骏的女婿，被乱兵害死,
裴宪,739,裴,景思,Pei xian,晋,Jin,,,,裴楷,727,河东闻喜,,河东,闻喜,裴楷次子，司马越以裴宪为豫州刺史、北中郎将。讨石勒兵败。投王浚。王浚败于石勒，与其同被俘。仕后赵至司徒，太傅,
裴遐,740,裴,叔道,Pei xia,晋,Jin,,,,裴绰,728,河东闻喜,,河东,闻喜,裴绰子，太府主簿，与裴瓒并有盛名，早卒。,
严干,741,严,公仲,Yan gan,魏,Wei,,,,,,冯翊东县,,冯翊,东县,曹魏学者，与李义齐名,
韩宣,742,韩,景然,Han xuan,魏,Wei,,,,,,冀州,,勃海,,曹魏官员，明帝时官至大鸿胪,
黄朗,743,黄,文达,Huang lang,魏,Wei,,,,,,沛郡,,沛郡,,曹魏官员，官至襄城典农中郎将、涿郡太守，魏明帝时卒,
王惠阳,744,王,,Wang huiyang,魏,Wei,,,,,,东平,,东平,,见魏略黄朗传,
陈茂,745,陈,,Chen mao,汉,EastHan,,,,,,南阳堵阳,,南阳,堵阳,韩暨同县，谮暨父兄，畿至大辟,
韩肇,746,韩,,Han zhao,魏,Wei,,,,韩暨,654,南阳堵阳,,南阳,堵阳,韩暨嗣子,
韩邦,747,韩,,Han bang,魏,Wei,,,,韩肇,746,南阳堵阳,,南阳,堵阳,韩暨嗣孙，为新城太守,
韩繇,748,韩,,Han yao,魏,Wei,,,,韩暨,654,南阳堵阳,,南阳,堵阳,韩暨次子，高阳太守,
韩洪,749,韩,,Han hong,魏,Wei,,,,韩繇,748,南阳堵阳,,南阳,堵阳,韩繇子，侍御史,
韩寿,750,韩,德贞,Han shou,魏,Wei,,,,韩洪,749,南阳堵阳,,南阳,堵阳,韩洪子，妻贾充女，生贾谧。充无后， 以贾谧为嗣子,
韩蔚,751,韩,,Han wei,晋,Jin,,,,韩洪,749,南阳堵阳,,南阳,堵阳,韩洪子，贾谧弟，并为司马伦所诛。韩氏遂灭,
张陟,752,张,,Zhang zhi,汉,EastHan,,,,,,,,,,汉末并州刺史，仅见于崔林传,
王浑,753,王,长源,Wang hun,魏,Wei,,,,王雄,137,琅邪临沂,,琅邪,临沂,王雄之子，王戎之父，与王昶之子王浑同名。历任尚书、凉州刺史，封贞陵亭侯，与阮籍为友,
王乂,754,王,叔元,Wang yi,魏,Wei,,,,王雄,137,琅邪临沂,,琅邪,临沂,王雄次子，王浑弟。历任大尚书，外任督幽州诸军事、平北将军,
王浑,755,王,玄冲,Wang hun,晋,Jin,223,297,75,王昶,517,太原晋阳,,太原,晋阳,王昶子，与王雄之子王浑同名。与王濬灭吴。官至司徒,
王澄,756,王,平子,Wang cheng,晋,Jin,269,312,44,王乂,754,琅邪临沂,,琅邪,临沂,王衍之弟，王乂子，官至荆州刺史。为王敦所杀。,
刘靖,757,刘,,Liu jing,魏,Wei,,,,,,,,,,匈奴王，与刘馥子刘靖同名,
崔述,758,崔,,Cui shu,魏,Wei,,,,崔林,655,清河东武城,,清河,东武城,崔林嗣子,
崔随,759,崔,,Cui sui,魏,Wei,,,,崔林,655,清河东武城,,清河,东武城,崔林子，崔述弟，官至晋尚书仆射,
崔伟,760,崔,,Cui wei,魏,Wei,,,,,,清河东武城,,清河,东武城,崔林孙，官至太子右率卫,
高柔,761,高,文惠,Gao rou,魏,Wei,174,263,90,高靖,762,陈留圉,,陈留,圉,官至司空，太尉，年九十而卒，堪称人瑞,
高靖,762,高,,Gao jing,汉,EastHan,,,,,,陈留圉,,陈留,圉,高柔父，蜀郡都尉,
宋金,763,宋,,Song jin,魏,Wei,,,,,,,,,,鼓吹。在合肥逃亡。见高柔传,
卢洪,764,卢,,Lu hong,魏,Wei,,,,,,,,,,校事。见高柔传,
赵达,765,赵,,Zhao da,魏,Wei,,,,,,,,,,校事。见高柔传，亦见徐邈传,
刘慈,766,刘,,Liu ci,魏,Wei,,,,,,,,,,校事。“自黄初初数年之间，举吏民奸罪以万数”见高柔传,
鲍勋,767,鲍,叔业,Bao xun,魏,Wei,,226,,鲍信,346,泰山平阳,,泰山,平阳,鲍信子，仕曹魏，官至右中郎将。数直言曹丕，曹丕宿嫌之，后枉法杀之。死后二十日，曹丕亦死,
刘龟,768,刘,,Liu gui,魏,Wei,,,,,,,,,,宜阳典农，见高柔传,
张京,769,张,,Zhang jing,魏,Wei,,,,,,,,,,宜阳典农刘龟功曹，见高柔传,
解弘,770,解,,Jie hong,魏,Wei,,,,,,,,,,司徒吏，见高柔传,
公孙晃,771,公孙,,Gongsun huang,魏,Wei,,,,公孙康,773,,,,,公孙康嫡子，公孙渊之嫡兄。因任子制度，在洛阳为官，公孙渊未反时，上表言其不法状。及渊谋逆，曹叡仍杀之,
公孙度,772,公孙,升济,Gongsun du,汉,EastHan,150,204,55,,,辽东襄平,,辽东,襄平,幼时避难玄菟。汉末兵乱，趁机自立为辽东侯、平州牧,
公孙康,773,公孙,,Gongsun kang,魏,Wei,,,,公孙度,772,辽东襄平,,辽东,襄平,公孙度子，嗣其位。袁绍败，康斩其子袁尚，袁熙，送首曹操。尝攻陷高句丽都城,
公孙恭,774,公孙,,Gongsun gong,魏,Wei,,,,公孙度,772,辽东襄平,,辽东,襄平,公孙康弟。康死，其儿子幼，恭代领其事。患“阴消”病。228为侄儿公孙渊逼迫退位并被囚禁。十年后司马懿破渊，方获释,
窦礼,775,窦,,Dou li,魏,Wei,,,,,,,,,,护军营士。见高柔传,
焦子文,776,焦,,Jiao ziwen,魏,Wei,,,,,,,,,,与窦礼同为营士，杀窦礼。见高柔传,
高浑,777,高,,Gao hun,魏,Wei,,,,,,陈留圉,,陈留,圉,高柔嗣孙，其父不详,
高儁,778,高,,Gao jun,魏,Wei,,,,高柔,761,陈留圉,,陈留,圉,高柔长子，为大将军掾,
高诞,779,高,,Gao dan,魏,Wei,,,,高柔,761,陈留圉,,陈留,圉,高柔次子，历任三州刺史、太仆,
高光,780,高,宣茂,Gao guang,晋,Jin,,308,,高柔,761,陈留圉,,陈留,圉,高柔第三子，官至尚书令，光禄大夫,
孙礼,781,孙,德达,Sun li,魏,Wei,,250,,,,涿郡容城,,涿郡,容城,曹魏官，司空,
马台,782,马,,Ma tai,魏,Wei,,,,,,涿郡,,涿郡,,孙礼同郡。“求得礼母，礼推家财尽以与台”。后坐法当死，礼救之,
李惠,783,李,,Li hui,魏,Wei,,,,,,,,,,曹叡时监作。见孙礼传,
全琮,784,全,子璜,Quan cong,吴,Wu,198,,,,,吴郡钱唐,,吴郡,钱唐,吴将，其妻为孙权长女孙鲁班。官至右大司马、左军师,
孙元,785,孙,,Sun yuan,魏,Wei,,,,,,涿郡容城,,涿郡,容城,孙礼嗣孙,
张达,786,张,,Zhang da,魏,Wei,,,,,,,,,,曹魏材官，与杀张飞之张达同名。见王观传,
王悝,787,王,,Wang kui,魏,Wei,,,,王观,657,东郡廪丘,,东郡,廪丘,王观嗣子,
辛敞,788,辛,泰雍,Xin chang,魏,Wei,,,,辛毗,81,颍川阳翟,,颍川,阳翟,辛毗之子。曾任曹爽参军，后官至卫尉,
辛宪英,789,辛,,Xin xianying,晋,Jin,191,269,79,辛毗,81,颍川阳翟,F,颍川,阳翟,辛毗之女，辛敞之姐。名不详，字宪英。嫁羊耽，为西晋太傅羊祜叔母。晋书置之列女传,
羊耽,790,羊,,Yang dan,魏,Wei,,,,,,泰山东平阳,,泰山,东平阳,曹魏官员，曾任泰山太守，太常,
夏侯湛,791,夏侯,孝若,Xiahou zhan,晋,Jin,243,291,49,,,谯国谯郡,,谯国,谯郡,为夏侯渊曾孙。其妹夏侯光姬为司马睿的生母。与潘岳同座，称为“连璧”。官至散骑常侍,
鲁芝,792,鲁,世英,Lu zhi,晋,Jin,190,273,84,,,扶风郿县,,扶风,郿县,高平陵之变，为大将军曹爽司马，斩关夺门，会曹爽于城外。司马懿后免其罪。司马炎时官至光禄大夫，特进,
羊祜,793,羊,叔子,Yang hu,晋,Jin,221,278,58,,,泰山南城,,泰山,南城,胞姊羊徽瑜为司马师妻。尚书左仆射、车骑将军、征南大将军,
羊琇,794,羊,稚舒,Yang xiu,晋,Jin,236,282,47,羊耽,790,泰山东平阳,,泰山,东平阳,羊耽与辛宪英之子，累迁至中护军，加散骑常侍。为人奢华恣睢,
赵昂,795,赵,伟章,Zhao ang,汉,EastHan,,,,,,天水郡,,天水,郡,历任羌道令、凉州从事、益州刺史,
东里衮,796,东里,,Dongli gun,汉,EastHan,,,,,,,,,,汉末官吏。曾任南阳太守，218年南阳吏民侯音，卫开等连和关羽反叛，东里衮迸窜得出。后随于禁并被擒，又至吴。220年孙权遣还。后事不详,
韦康,797,韦,元将,Wei kang,汉,EastHan,177,213,37,韦端,580,京兆杜陵,,京兆,杜陵,韦端子。代其父为凉州刺史。马超攻之。康愍吏民伤残，与马超结和。为马超所杀,
杨昂,798,杨,,Yang ang,汉,EastHan,,,,,,,,,,张鲁将,
杨岳,799,杨,,Yang yue,汉,EastHan,,,,,,天水冀,,天水,冀,杨阜从弟,
姜叙,800,姜,伯奕,Jiang xu,汉,EastHan,,,,,,天水,,天水,,其母为杨阜姑母,
姜隐,801,姜,,Jiang yin,汉,EastHan,,,,,,天水,,天水,,杨阜传：“外与乡人姜隐、赵昂、尹奉、姚瓊、孔信、武都人李俊、王灵结谋，定讨超约”,
姚瓊,802,姚,,Yao qiong,汉,EastHan,,,,,,天水,,天水,,杨阜传：“外与乡人姜隐、赵昂、尹奉、姚瓊、孔信、武都人李俊、王灵结谋，定讨超约”,
孔信,803,孔,,Kong xin,汉,EastHan,,,,,,天水,,天水,,杨阜传：“外与乡人姜隐、赵昂、尹奉、姚瓊、孔信、武都人李俊、王灵结谋，定讨超约”,
王灵,804,王,,Wang ling,汉,EastHan,,,,,,天水,,天水,,杨阜传：“外与乡人姜隐、赵昂、尹奉、姚瓊、孔信、武都人李俊、王灵结谋，定讨超约”,
尹奉,805,尹,次曾,Yin feng,汉,EastHan,,,,,,汉阳郡,,汉阳,郡,抗马超，仕曹魏，至敦煌太守,
李俊,806,李,,Li jun,汉,EastHan,,,,,,武都,,武都,,杨阜传：“外与乡人姜隐、赵昂、尹奉、姚瓊、孔信、武都人李俊、王灵结谋，定讨超约”,
杨谟,807,杨,,Yang mo,汉,EastHan,,,,,,天水冀,,天水,冀,杨阜从弟,
梁宽,808,梁,,Liang kuan,汉,EastHan,,,,,,安定,,安定,,见杨阜传,
赵衢,809,赵,,Zhao qu,汉,EastHan,,,,,,南安,,南安,,见杨阜传,
庞恭,810,庞,,Pang gong,汉,EastHan,,,,,,南安,,南安,,见杨阜传,
梁双,811,梁,,Liang shuang,汉,EastHan,,,,,,天水,,天水,,见杨阜传裴松之注,
杨豹,812,杨,,Yang bao,魏,Wei,,,,,,天水,,天水,,杨阜嗣孙,
曹徽,813,曹,,Cao hui,魏,Wei,,242,,曹操,4,,,,,曹操子,
杨伟,814,杨,,Yang wei,魏,Wei,,,,,,,,,,曹丕时任尚书郎,
骆禄,815,骆,,Luo lu,魏,Wei,,,,,,,,,,曹丕时任太史待诏,
高堂琛,816,高堂,,Gaotang chen,魏,Wei,,,,高堂隆,139,泰山东平阳,,泰山,东平阳,高堂隆嗣子,
秦静,817,秦,,Qin jing,魏,Wei,,,,,,,,,,曹魏博士，进秘书监,
栈潜,818,栈,彦皇,Zhan qian,魏,Wei,,,,,,任城,,任城,,曹魏历任县令,
郭氏,819,郭,,Guo shi,魏,Wei,,,,,,,,,,曹丕皇后，助其争世子之位,
李朔,820,李,,Li shuo,汉,EastHan,,,,,,山阳,,山阳,,“时郡内李朔等各拥部曲，害于平民”。见满宠传,
张苞,821,张,,Zhang bao,汉,EastHan,,,,,,山阳昌邑,,山阳,昌邑,与张飞子同名，山阳昌邑督邮。见满宠传,
孙布,822,孙,,Sun bu,吴,Wu,,,,,,,,,,吴将。228年诈降王凌,
郭谋,823,郭,,Guo mou,魏,Wei,,,,,,,,,,明帝时给事中。见满宠传,
孙泰,824,孙,,Sun tai,魏,Wei,,234,,孙匡,1594,,,,,孙权四弟孙匡之子,
满伟,825,满,公衡,Man wei,魏,Wei,,,,满宠,152,山阳昌邑,,山阳,昌邑,满宠嗣子，受其子满长武牵连免为庶人,
满长武,826,满,,Man changwu,魏,Wei,,,,满伟,825,山阳昌邑,,山阳,昌邑,满伟子。曹髦攻司马昭，司马榦闻讯欲入阊阖掖门。司马昭掾满长武和孙佑不纳。后司马昭治其罪，考死杖下。,
司马榦,827,司马,子良,Sima gan,晋,Jin,232,311,80,司马懿,133,河内温,,河内,温,司马师，司马昭同母弟。“榦虽静退，性乖恒理”。死于永嘉之乱前夕。后阖门被杀,
王羡,828,王,,Wang xian,汉,EastHan,,,,,,,,,,司马昭参军,
满奋,829,满,武秋,Man fen,晋,Jin,,304,,满炳,#N/A,山阳昌邑,,山阳,昌邑,满宠孙，满伟侄。官至尚书令,
王门,830,王,,Wang men,汉,EastHan,,,,,,,,,,公孙瓒将。见田豫传,
鲜于辅,831,鲜于,,Xianyu fu,汉,EastHan,,,,,,渔阳,,渔阳,,原刘虞将，为报虞仇击公孙瓒。瓒败，田豫说之，降曹,
牵招,832,牵,子经,Qian zhao,汉,EastHan,,,,,,安平观津,,安平,观津,少与刘备，袁绍交好。后降曹，历仕曹丕，曹芳。,
解俊,833,解,,Jie jun,汉,EastHan,,,,,,,,,,“牵昭，解俊并护鲜卑”。见田豫传,
素利,834,素,,Su li,魏,Wei,,228,,,,,,,,鲜卑首领之一,
